wo_code,vendor_name,score_month,wo_type,priority,asset_code,asset_id,reported_at,attended_at,completed_at,first_fix,recall,recall_of_wo_code,cost_estimated,cost_actual,attendance_hours,part_code,parts_cost
WO-SAFE-2602-1083,SafeLift Engineering Ltd,2026-02-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-02-27T13:00:00+00:00,2026-02-28T05:14:02.667776+00:00,2026-03-03T14:12:00+00:00,True,False,,245.07,260.38,80.97,LAMP-LED-4FT,48.79
WO-SAFE-2602-1084,SafeLift Engineering Ltd,2026-02-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-02-28T14:00:00+00:00,2026-03-04T18:48:00+00:00,2026-03-04T19:48:00+00:00,True,False,,438.09,411.19,1.0,BELT-A42,20.06
WO-APEX-2603-1085,Apex Mechanical Services Ltd,2026-03-01,Reactive,P1,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-03-01T07:00:00+00:00,2026-03-01T07:46:44.262405+00:00,2026-03-01T12:24:00+00:00,True,False,,837.24,1092.19,4.62,BREAKER-32A,67.46
WO-APEX-2603-1086,Apex Mechanical Services Ltd,2026-03-01,Reactive,P2,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-03-02T08:00:00+00:00,2026-03-02T13:36:00+00:00,2026-03-03T04:24:52.247099+00:00,True,False,,498.05,508.52,14.81,BREAKER-32A,49.92
WO-APEX-2603-1087,Apex Mechanical Services Ltd,2026-03-01,Reactive,P3,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-03-03T09:00:00+00:00,2026-03-03T18:49:46.791798+00:00,2026-03-05T03:38:56.245066+00:00,True,False,,591.78,661.76,32.82,BREAKER-32A,58.93
WO-APEX-2603-1088,Apex Mechanical Services Ltd,2026-03-01,Reactive,P4,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-03-04T10:00:00+00:00,2026-03-06T17:51:24.008216+00:00,2026-03-13T20:48:00+00:00,False,False,,835.64,902.39,170.94,BELT-A42,73.63
WO-APEX-2603-1089,Apex Mechanical Services Ltd,2026-03-01,Reactive,P1,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-03-05T11:00:00+00:00,2026-03-05T11:39:00.503398+00:00,2026-03-05T13:50:30.416375+00:00,True,False,,654.61,674.76,2.19,CONTACTOR-25A,45.94
WO-APEX-2603-1090,Apex Mechanical Services Ltd,2026-03-01,Reactive,P2,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-03-06T12:00:00+00:00,2026-03-06T14:00:09.700966+00:00,2026-03-07T20:24:00+00:00,False,False,,415.24,385.42,30.4,CONTACTOR-25A,40.7
WO-APEX-2603-1091,Apex Mechanical Services Ltd,2026-03-01,Reactive,P3,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-03-07T13:00:00+00:00,2026-03-08T07:09:44.058882+00:00,2026-03-09T03:03:03.322959+00:00,True,False,,760.67,731.23,19.89,FILTER-HEPA-20,50.46
WO-APEX-2603-1092,Apex Mechanical Services Ltd,2026-03-01,Reactive,P4,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-03-08T14:00:00+00:00,2026-03-10T21:39:41.643494+00:00,2026-03-13T22:02:03.133732+00:00,False,False,,759.3,812.27,72.37,FILTER-HEPA-20,47.5
WO-APEX-2603-1093,Apex Mechanical Services Ltd,2026-03-01,Reactive,P1,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-03-09T15:00:00+00:00,2026-03-09T15:40:11.234779+00:00,2026-03-09T17:46:08.832660+00:00,False,False,,258.01,228.6,2.1,SEAL-KIT-PUMP,34.94
WO-APEX-2603-1094,Apex Mechanical Services Ltd,2026-03-01,Reactive,P2,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-03-10T16:00:00+00:00,2026-03-10T19:00:44.934383+00:00,2026-03-12T00:24:00+00:00,True,False,,473.97,680.38,29.39,FILTER-HEPA-20,77.92
WO-APEX-2603-1095,Apex Mechanical Services Ltd,2026-03-01,Reactive,P3,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-03-11T07:00:00+00:00,2026-03-12T16:36:00+00:00,2026-03-12T16:41:02.060712+00:00,True,False,,662.75,733.69,0.5,BREAKER-32A,20.18
WO-APEX-2603-1096,Apex Mechanical Services Ltd,2026-03-01,Reactive,P4,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-03-12T08:00:00+00:00,2026-03-13T09:31:16.524244+00:00,2026-03-16T20:18:18.544228+00:00,False,False,,203.56,200.79,82.78,FILTER-HEPA-20,25.45
WO-APEX-2603-1097,Apex Mechanical Services Ltd,2026-03-01,Reactive,P1,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-03-13T09:00:00+00:00,2026-03-13T09:47:45.358501+00:00,2026-03-13T11:53:22.753030+00:00,True,False,,877.11,945.35,2.09,BREAKER-32A,53.29
WO-APEX-2603-1098,Apex Mechanical Services Ltd,2026-03-01,Reactive,P2,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-03-14T10:00:00+00:00,2026-03-14T11:18:40.581804+00:00,2026-03-14T23:36:07.595558+00:00,True,False,,327.75,332.01,12.29,BELT-A42,33.77
WO-APEX-2603-1099,Apex Mechanical Services Ltd,2026-03-01,Reactive,P3,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-03-15T11:00:00+00:00,2026-03-16T06:05:13.234813+00:00,2026-03-16T15:54:07.487472+00:00,True,False,,273.59,252.22,9.82,BELT-A42,48.72
WO-APEX-2603-1100,Apex Mechanical Services Ltd,2026-03-01,Reactive,P4,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-03-16T12:00:00+00:00,2026-03-20T16:48:00+00:00,2026-03-20T17:48:00+00:00,True,False,,217.73,219.09,1.0,LAMP-LED-4FT,38.6
WO-APEX-2603-1101,Apex Mechanical Services Ltd,2026-03-01,Reactive,P1,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-03-17T13:00:00+00:00,2026-03-17T13:21:35.926940+00:00,2026-03-17T15:36:27.638566+00:00,True,False,,743.92,747.75,2.25,FILTER-HEPA-20,20.49
WO-APEX-2603-1102,Apex Mechanical Services Ltd,2026-03-01,Reactive,P2,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-03-18T14:00:00+00:00,2026-03-18T19:36:00+00:00,2026-03-19T04:25:09.865395+00:00,True,False,,834.98,1003.49,8.82,BELT-A42,33.06
WO-APEX-2603-1103,Apex Mechanical Services Ltd,2026-03-01,Reactive,P3,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-03-19T15:00:00+00:00,2026-03-20T05:26:17.897746+00:00,2026-03-21T07:30:24.033454+00:00,True,False,,506.68,457.94,26.07,BREAKER-32A,39.24
WO-APEX-2603-1104,Apex Mechanical Services Ltd,2026-03-01,Reactive,P4,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-03-20T16:00:00+00:00,2026-03-22T18:08:42.938519+00:00,2026-03-24T05:15:42.975257+00:00,True,False,,424.03,415.48,35.12,CONTACTOR-25A,48.2
WO-APEX-2603-1105,Apex Mechanical Services Ltd,2026-03-01,Reactive,P1,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-03-21T07:00:00+00:00,2026-03-21T07:23:02.225071+00:00,2026-03-21T10:26:45.492257+00:00,True,False,,247.13,340.91,3.06,SEAL-KIT-PUMP,23.47
WO-APEX-2603-1106,Apex Mechanical Services Ltd,2026-03-01,Reactive,P2,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-03-22T08:00:00+00:00,2026-03-22T10:40:26.505057+00:00,2026-03-22T22:31:46.932942+00:00,False,False,,484.51,432.35,11.86,CONTACTOR-25A,70.21
WO-APEX-2603-1107,Apex Mechanical Services Ltd,2026-03-01,Reactive,P3,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-03-23T09:00:00+00:00,2026-03-24T18:36:00+00:00,2026-03-24T19:22:13.030791+00:00,True,False,,432.08,392.14,0.77,LAMP-LED-4FT,69.69
WO-APEX-2603-1108,Apex Mechanical Services Ltd,2026-03-01,Reactive,P4,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-03-24T10:00:00+00:00,2026-03-26T16:00:34.933096+00:00,2026-03-29T08:44:24.560034+00:00,True,False,,848.94,801.56,64.73,CONTACTOR-25A,21.6
WO-APEX-2603-1109,Apex Mechanical Services Ltd,2026-03-01,Reactive,P1,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-03-25T11:00:00+00:00,2026-03-25T11:23:59.183005+00:00,2026-03-25T12:53:11.410730+00:00,True,False,,713.5,643.59,1.49,LAMP-LED-4FT,33.76
WO-APEX-2603-1110,Apex Mechanical Services Ltd,2026-03-01,Reactive,P2,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-03-26T12:00:00+00:00,2026-03-26T13:53:08.167968+00:00,2026-03-27T01:29:33.340938+00:00,True,False,,816.01,1129.11,11.61,CONTACTOR-25A,53.46
WO-APEX-2603-1111,Apex Mechanical Services Ltd,2026-03-01,Reactive,P3,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-03-27T13:00:00+00:00,2026-03-28T04:12:48.251874+00:00,2026-03-29T08:42:38.212430+00:00,True,False,,428.52,584.12,28.5,BREAKER-32A,36.61
WO-APEX-2603-1112,Apex Mechanical Services Ltd,2026-03-01,Reactive,P4,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-03-28T14:00:00+00:00,2026-03-31T02:35:02.573050+00:00,2026-03-31T13:48:06.064256+00:00,False,False,,732.49,695.48,11.22,BREAKER-32A,43.76
WO-BRIG-2603-1113,BrightSpark Electrical Ltd,2026-03-01,Reactive,P1,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-03-01T07:00:00+00:00,2026-03-01T07:35:34.513049+00:00,2026-03-01T12:24:00+00:00,True,False,,660.99,644.66,4.81,FILTER-HEPA-20,38.33
WO-BRIG-2603-1114,BrightSpark Electrical Ltd,2026-03-01,Reactive,P2,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-03-02T08:00:00+00:00,2026-03-02T09:53:19.440195+00:00,2026-03-03T16:24:00+00:00,True,False,,640.9,626.29,30.51,SEAL-KIT-PUMP,61.85
WO-BRIG-2603-1115,BrightSpark Electrical Ltd,2026-03-01,Reactive,P3,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-03-03T09:00:00+00:00,2026-03-03T20:58:35.239887+00:00,2026-03-05T05:31:17.846632+00:00,False,True,WO-BRIG-2602-1055,493.69,443.77,32.55,BELT-A42,73.04
WO-BRIG-2603-1116,BrightSpark Electrical Ltd,2026-03-01,Reactive,P4,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-03-04T10:00:00+00:00,2026-03-06T03:48:54.497044+00:00,2026-03-13T20:48:00+00:00,True,False,,547.17,527.39,184.98,BREAKER-32A,49.87
WO-BRIG-2603-1117,BrightSpark Electrical Ltd,2026-03-01,Reactive,P1,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-03-05T11:00:00+00:00,2026-03-05T11:22:49.959552+00:00,2026-03-05T12:59:40.356980+00:00,False,False,,651.97,905.37,1.61,SEAL-KIT-PUMP,19.48
WO-BRIG-2603-1118,BrightSpark Electrical Ltd,2026-03-01,Reactive,P2,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-03-06T12:00:00+00:00,2026-03-06T15:13:59.301726+00:00,2026-03-07T04:22:26.045043+00:00,True,False,,802.26,735.05,13.14,BREAKER-32A,50.47
WO-BRIG-2603-1119,BrightSpark Electrical Ltd,2026-03-01,Reactive,P3,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-03-07T13:00:00+00:00,2026-03-07T20:56:29.299153+00:00,2026-03-09T12:03:50.860334+00:00,True,False,,220.96,198.51,39.12,SEAL-KIT-PUMP,52.6
WO-BRIG-2603-1120,BrightSpark Electrical Ltd,2026-03-01,Reactive,P4,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-03-08T14:00:00+00:00,2026-03-11T01:23:15.239322+00:00,2026-03-13T23:16:09.724154+00:00,False,True,WO-BRIG-2603-1114,834.52,772.08,69.88,BELT-A42,36.49
WO-BRIG-2603-1121,BrightSpark Electrical Ltd,2026-03-01,Reactive,P1,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-03-09T15:00:00+00:00,2026-03-09T15:44:45.714286+00:00,2026-03-09T18:16:29.115683+00:00,True,False,,645.21,884.62,2.53,SEAL-KIT-PUMP,19.82
WO-BRIG-2603-1122,BrightSpark Electrical Ltd,2026-03-01,Reactive,P2,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-03-10T16:00:00+00:00,2026-03-10T21:36:00+00:00,2026-03-11T04:59:41.002596+00:00,True,False,,423.62,453.03,7.39,CONTACTOR-25A,42.02
WO-BRIG-2603-1123,BrightSpark Electrical Ltd,2026-03-01,Reactive,P3,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-03-11T07:00:00+00:00,2026-03-12T16:36:00+00:00,2026-03-12T22:01:45.447815+00:00,True,False,,832.57,799.27,5.43,CONTACTOR-25A,38.47
WO-BRIG-2603-1124,BrightSpark Electrical Ltd,2026-03-01,Reactive,P4,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-03-12T08:00:00+00:00,2026-03-14T07:49:13.987972+00:00,2026-03-15T14:01:54.981461+00:00,True,False,,582.42,558.44,30.21,BREAKER-32A,24.22
WO-BRIG-2603-1125,BrightSpark Electrical Ltd,2026-03-01,Reactive,P1,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-03-13T09:00:00+00:00,2026-03-13T09:21:05.036871+00:00,2026-03-13T11:56:27.283489+00:00,True,False,,402.38,387.1,2.59,BELT-A42,17.96
WO-BRIG-2603-1126,BrightSpark Electrical Ltd,2026-03-01,Reactive,P2,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-03-14T10:00:00+00:00,2026-03-14T15:36:00+00:00,2026-03-15T05:03:26.791503+00:00,True,False,,711.82,739.48,13.46,LAMP-LED-4FT,32.88
WO-BRIG-2603-1127,BrightSpark Electrical Ltd,2026-03-01,Reactive,P3,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-03-15T11:00:00+00:00,2026-03-16T20:36:00+00:00,2026-03-17T16:44:32.795056+00:00,False,False,,699.25,893.89,20.14,LAMP-LED-4FT,40.79
WO-BRIG-2603-1128,BrightSpark Electrical Ltd,2026-03-01,Reactive,P4,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-03-16T12:00:00+00:00,2026-03-18T16:38:18.579241+00:00,2026-03-20T02:51:22.490367+00:00,False,False,,744.75,690.06,34.22,LAMP-LED-4FT,49.73
WO-BRIG-2603-1129,BrightSpark Electrical Ltd,2026-03-01,Reactive,P1,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-03-17T13:00:00+00:00,2026-03-17T13:30:36.107420+00:00,2026-03-17T15:39:17.710477+00:00,False,False,,756.91,944.25,2.14,CONTACTOR-25A,43.86
WO-BRIG-2603-1130,BrightSpark Electrical Ltd,2026-03-01,Reactive,P2,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-03-18T14:00:00+00:00,2026-03-18T17:03:39.466832+00:00,2026-03-19T22:24:00+00:00,True,False,,729.44,800.4,29.34,FILTER-HEPA-20,25.28
WO-BRIG-2603-1131,BrightSpark Electrical Ltd,2026-03-01,Reactive,P3,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-03-19T15:00:00+00:00,2026-03-20T04:09:17.602095+00:00,2026-03-21T08:23:06.226127+00:00,False,True,WO-BRIG-2603-1125,218.34,204.49,28.23,FILTER-HEPA-20,49.1
WO-BRIG-2603-1132,BrightSpark Electrical Ltd,2026-03-01,Reactive,P4,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-03-20T16:00:00+00:00,2026-03-22T17:54:08.241091+00:00,2026-03-30T02:48:00+00:00,True,False,,207.58,206.21,176.9,LAMP-LED-4FT,24.81
WO-BRIG-2603-1133,BrightSpark Electrical Ltd,2026-03-01,Reactive,P1,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-03-21T07:00:00+00:00,2026-03-21T07:20:36.867027+00:00,2026-03-21T12:24:00+00:00,False,False,,575.14,578.97,5.06,BELT-A42,54.94
WO-BRIG-2603-1134,BrightSpark Electrical Ltd,2026-03-01,Reactive,P2,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-03-22T08:00:00+00:00,2026-03-22T10:07:25.018307+00:00,2026-03-23T16:24:00+00:00,True,False,,259.82,265.85,30.28,SEAL-KIT-PUMP,52.84
WO-BRIG-2603-1135,BrightSpark Electrical Ltd,2026-03-01,Reactive,P3,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-03-23T09:00:00+00:00,2026-03-23T21:51:57.432200+00:00,2026-03-27T10:12:00+00:00,True,False,,479.93,432.2,84.33,SEAL-KIT-PUMP,59.82
WO-BRIG-2603-1136,BrightSpark Electrical Ltd,2026-03-01,Reactive,P4,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-03-24T10:00:00+00:00,2026-03-26T03:42:06.676264+00:00,2026-03-27T06:54:29.094222+00:00,True,False,,458.55,485.77,27.21,CONTACTOR-25A,73.88
WO-BRIG-2603-1137,BrightSpark Electrical Ltd,2026-03-01,Reactive,P1,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-03-25T11:00:00+00:00,2026-03-25T11:21:25.254458+00:00,2026-03-25T13:45:49.703915+00:00,True,False,,433.66,448.52,2.41,BREAKER-32A,43.65
WO-BRIG-2603-1138,BrightSpark Electrical Ltd,2026-03-01,Reactive,P2,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-03-26T12:00:00+00:00,2026-03-26T13:29:48.032443+00:00,2026-03-27T06:11:33.146488+00:00,False,False,,206.63,287.96,16.7,CONTACTOR-25A,48.24
WO-BRIG-2603-1139,BrightSpark Electrical Ltd,2026-03-01,Reactive,P3,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-03-27T13:00:00+00:00,2026-03-28T03:22:04.818753+00:00,2026-03-29T02:55:09.463970+00:00,True,False,,437.02,475.39,23.55,CONTACTOR-25A,63.83
WO-BRIG-2603-1140,BrightSpark Electrical Ltd,2026-03-01,Reactive,P4,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-03-28T14:00:00+00:00,2026-03-30T05:00:48.854501+00:00,2026-04-03T17:32:39.164270+00:00,True,False,,678.29,726.69,108.53,BREAKER-32A,74.12
WO-SAFE-2603-1141,SafeLift Engineering Ltd,2026-03-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-01T07:00:00+00:00,2026-03-01T07:50:50.294366+00:00,2026-03-01T08:57:39.286699+00:00,True,False,,253.87,319.83,1.11,LAMP-LED-4FT,20.26
WO-SAFE-2603-1142,SafeLift Engineering Ltd,2026-03-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-02T08:00:00+00:00,2026-03-02T13:36:00+00:00,2026-03-02T22:57:56.001298+00:00,False,False,,836.36,823.3,9.37,FILTER-HEPA-20,50.15
WO-SAFE-2603-1143,SafeLift Engineering Ltd,2026-03-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-03T09:00:00+00:00,2026-03-04T18:36:00+00:00,2026-03-05T02:52:45.122532+00:00,False,False,,866.01,1163.96,8.28,FILTER-HEPA-20,17.07
WO-SAFE-2603-1144,SafeLift Engineering Ltd,2026-03-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-04T10:00:00+00:00,2026-03-08T14:48:00+00:00,2026-03-08T15:48:00+00:00,True,False,,290.48,281.48,1.0,SEAL-KIT-PUMP,21.17
WO-SAFE-2603-1145,SafeLift Engineering Ltd,2026-03-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-05T11:00:00+00:00,2026-03-05T12:24:00+00:00,2026-03-05T13:13:43.575177+00:00,False,False,,198.66,262.19,0.83,CONTACTOR-25A,32.74
WO-SAFE-2603-1146,SafeLift Engineering Ltd,2026-03-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-06T12:00:00+00:00,2026-03-06T14:32:46.067287+00:00,2026-03-07T20:24:00+00:00,False,False,,899.01,1093.78,29.85,BREAKER-32A,50.23
WO-SAFE-2603-1147,SafeLift Engineering Ltd,2026-03-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-07T13:00:00+00:00,2026-03-08T05:12:05.278447+00:00,2026-03-11T14:12:00+00:00,True,False,,430.15,570.55,81.0,BREAKER-32A,75.1
WO-SAFE-2603-1148,SafeLift Engineering Ltd,2026-03-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-08T14:00:00+00:00,2026-03-09T18:29:38.414350+00:00,2026-03-12T15:33:55.236177+00:00,False,False,,750.29,985.42,69.07,CONTACTOR-25A,69.3
WO-SAFE-2603-1149,SafeLift Engineering Ltd,2026-03-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-09T15:00:00+00:00,2026-03-09T15:22:16.947035+00:00,2026-03-09T18:22:06.574417+00:00,True,False,,466.68,464.29,3.0,SEAL-KIT-PUMP,21.2
WO-SAFE-2603-1150,SafeLift Engineering Ltd,2026-03-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-10T16:00:00+00:00,2026-03-10T21:36:00+00:00,2026-03-11T09:18:29.027061+00:00,True,False,,669.68,948.97,11.71,BELT-A42,38.22
WO-SAFE-2603-1151,SafeLift Engineering Ltd,2026-03-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-11T07:00:00+00:00,2026-03-11T20:50:16.087132+00:00,2026-03-15T08:12:00+00:00,False,False,,553.03,676.76,83.36,SEAL-KIT-PUMP,40.64
WO-SAFE-2603-1152,SafeLift Engineering Ltd,2026-03-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-12T08:00:00+00:00,2026-03-13T15:31:26.292848+00:00,2026-03-17T08:32:41.264436+00:00,True,False,,398.03,398.28,89.02,SEAL-KIT-PUMP,23.71
WO-SAFE-2603-1153,SafeLift Engineering Ltd,2026-03-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-13T09:00:00+00:00,2026-03-13T10:24:00+00:00,2026-03-13T12:02:28.555933+00:00,True,False,,786.62,848.02,1.64,BREAKER-32A,44.83
WO-SAFE-2603-1154,SafeLift Engineering Ltd,2026-03-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-14T10:00:00+00:00,2026-03-14T11:39:49.602367+00:00,2026-03-15T18:24:00+00:00,True,False,,625.04,887.58,30.74,CONTACTOR-25A,34.54
WO-SAFE-2603-1155,SafeLift Engineering Ltd,2026-03-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-15T11:00:00+00:00,2026-03-16T03:14:30.764774+00:00,2026-03-17T02:30:27.429737+00:00,False,True,WO-SAFE-2603-1153,223.14,222.3,23.27,BELT-A42,22.05
WO-SAFE-2603-1156,SafeLift Engineering Ltd,2026-03-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-16T12:00:00+00:00,2026-03-18T14:40:27.517045+00:00,2026-03-22T07:30:19.075404+00:00,True,False,,446.79,427.39,88.83,LAMP-LED-4FT,17.56
WO-SAFE-2603-1157,SafeLift Engineering Ltd,2026-03-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-17T13:00:00+00:00,2026-03-17T14:24:00+00:00,2026-03-17T18:24:00+00:00,True,False,,623.07,880.79,4.0,SEAL-KIT-PUMP,25.17
WO-SAFE-2603-1158,SafeLift Engineering Ltd,2026-03-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-18T14:00:00+00:00,2026-03-18T15:33:01.991902+00:00,2026-03-19T22:24:00+00:00,False,False,,516.11,515.78,30.85,SEAL-KIT-PUMP,57.4
WO-SAFE-2603-1159,SafeLift Engineering Ltd,2026-03-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-19T15:00:00+00:00,2026-03-20T05:54:00.512202+00:00,2026-03-23T16:12:00+00:00,False,True,WO-SAFE-2603-1157,382.58,414.06,82.3,SEAL-KIT-PUMP,43.73
WO-SAFE-2603-1160,SafeLift Engineering Ltd,2026-03-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-20T16:00:00+00:00,2026-03-24T20:48:00+00:00,2026-03-30T02:48:00+00:00,False,True,WO-SAFE-2603-1158,370.42,361.82,126.0,SEAL-KIT-PUMP,49.48
WO-SAFE-2603-1161,SafeLift Engineering Ltd,2026-03-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-21T07:00:00+00:00,2026-03-21T07:27:31.431360+00:00,2026-03-21T09:22:21.711540+00:00,True,False,,575.9,592.93,1.91,FILTER-HEPA-20,32.75
WO-SAFE-2603-1162,SafeLift Engineering Ltd,2026-03-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-22T08:00:00+00:00,2026-03-22T09:56:45.555576+00:00,2026-03-23T04:52:02.578092+00:00,False,False,,323.32,323.33,18.92,BREAKER-32A,44.22
WO-SAFE-2603-1163,SafeLift Engineering Ltd,2026-03-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-23T09:00:00+00:00,2026-03-23T22:13:56.096337+00:00,2026-03-25T11:37:31.363704+00:00,True,False,,621.41,899.47,37.39,SEAL-KIT-PUMP,48.42
WO-SAFE-2603-1164,SafeLift Engineering Ltd,2026-03-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-24T10:00:00+00:00,2026-03-26T04:40:50.366147+00:00,2026-03-29T16:44:02.917466+00:00,False,False,,445.22,496.5,84.05,BREAKER-32A,34.73
WO-SAFE-2603-1165,SafeLift Engineering Ltd,2026-03-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-25T11:00:00+00:00,2026-03-25T11:37:41.881040+00:00,2026-03-25T13:07:51.819146+00:00,False,False,,879.88,822.34,1.5,BELT-A42,52.14
